 0.770457;  0.801452;  0.826752;  0.771140;  0.793669;  0.803121;  0.867120;  0.829785;  0.702490;  0.829354; 
 0.865079;  0.789939;  0.726986;  0.729990;  0.858281;  0.865964;  0.688967;  0.803712;  0.770015;  0.824351; 
 0.792411;  0.752870;  0.804222;  0.828194;  0.817202;  0.867742;  0.842231;  0.873832;  0.792040;  0.763626; 
 0.771841;  0.810027;  0.884085;  0.781713;  0.769885;  0.793930;  0.857305;  0.787259;  0.698971;  0.849719; 
 0.729631;  0.850016;  0.746871;  0.888768;  0.737239;  0.773083;  0.773293;  0.899572;  0.711914;  0.737883; 
 0.770164;  0.873840;  0.755276;  0.794327;  0.752854;  0.788590;  0.714604;  0.904926;  0.879702;  0.739648; 
 0.750467;  0.757624;  0.757245;  0.819556;  0.853502;  0.759894;  0.866428;  0.860674;  0.749750;  0.738526; 
 0.823904;  0.824953;  0.752310;  0.805404;  0.774576;  0.808095;  0.775857;  0.827346;  0.813300;  0.747807; 
 0.715586;  0.812188;  0.853112;  0.797721;  0.838847;  0.720984;  0.894434;  0.855830;  0.713192;  0.748479; 
 0.866527;  0.817597;  0.761121;  0.809800;  0.842827;  0.758371;  0.828116;  0.776587;  0.922737;  0.697666; 
