 0.805795;  0.809185;  0.848237;  0.773318;  0.871795;  0.738604;  0.873835;  0.846841;  0.720650;  0.809153; 
 0.852676;  0.883738;  0.830175;  0.721938;  0.807057;  0.800767;  0.775867;  0.824224;  0.760226;  0.727142; 
 0.806000;  0.708005;  0.846802;  0.777393;  0.817396;  0.889195;  0.846608;  0.810880;  0.754794;  0.821912; 
 0.764539;  0.870772;  0.896832;  0.744785;  0.831886;  0.808910;  0.837237;  0.862070;  0.718835;  0.777189; 
 0.768531;  0.791051;  0.837690;  0.916110;  0.805086;  0.813942;  0.770409;  0.891662;  0.720530;  0.849911; 
 0.773480;  0.836325;  0.677141;  0.840608;  0.872677;  0.871012;  0.777400;  0.863319;  0.871796;  0.819098; 
 0.826689;  0.815010;  0.823872;  0.868415;  0.817356;  0.846603;  0.844667;  0.799103;  0.695814;  0.735286; 
 0.753797;  0.767884;  0.777878;  0.881528;  0.828027;  0.828236;  0.819031;  0.764857;  0.764315;  0.804829; 
 0.788149;  0.893414;  0.746234;  0.819006;  0.851826;  0.825262;  0.938478;  0.785450;  0.789443;  0.806206; 
 0.824229;  0.875930;  0.781895;  0.894025;  0.841100;  0.691946;  0.877603;  0.756777;  0.822932;  0.778383; 
