 0.734130;  0.838580;  0.722215;  0.827413;  0.832154;  0.869646;  0.808208;  0.885266;  0.689410;  0.825508; 
 0.846347;  0.805331;  0.786916;  0.821194;  0.838399;  0.832200;  0.768477;  0.762319;  0.731588;  0.728916; 
 0.856186;  0.674269;  0.725522;  0.852702;  0.730425;  0.830306;  0.822217;  0.801635;  0.755200;  0.772779; 
 0.837159;  0.805847;  0.814482;  0.782445;  0.780931;  0.845872;  0.727289;  0.755814;  0.707098;  0.832410; 
 0.830414;  0.824610;  0.755312;  0.897373;  0.740826;  0.790308;  0.788845;  0.862025;  0.709540;  0.814517; 
 0.723681;  0.825450;  0.673625;  0.820409;  0.795433;  0.798495;  0.766206;  0.822017;  0.767221;  0.749705; 
 0.847482;  0.674140;  0.799356;  0.846026;  0.786074;  0.854125;  0.824359;  0.819941;  0.767717;  0.752186; 
 0.799820;  0.723023;  0.780929;  0.852615;  0.776736;  0.830674;  0.727838;  0.736594;  0.839580;  0.766887; 
 0.754573;  0.900777;  0.729377;  0.716126;  0.809391;  0.725540;  0.912748;  0.739352;  0.643132;  0.745214; 
 0.688386;  0.819049;  0.717125;  0.743856;  0.795803;  0.740446;  0.833802;  0.761204;  0.878643;  0.772649; 
