 0.740112;  0.689792;  0.818824;  0.866936;  0.820829;  0.859810;  0.834971;  0.833149;  0.720781;  0.870057; 
 0.782818;  0.869750;  0.847278;  0.733829;  0.816096;  0.872069;  0.782637;  0.842909;  0.753792;  0.766822; 
 0.795024;  0.742731;  0.826767;  0.833192;  0.783453;  0.902508;  0.845642;  0.807968;  0.763459;  0.738956; 
 0.768187;  0.828229;  0.896509;  0.741685;  0.838573;  0.763229;  0.839882;  0.787478;  0.702150;  0.852215; 
 0.763521;  0.798359;  0.873055;  0.836286;  0.793782;  0.815441;  0.776072;  0.910583;  0.709402;  0.862996; 
 0.771814;  0.824126;  0.667066;  0.843137;  0.863665;  0.815989;  0.700596;  0.796420;  0.834778;  0.858063; 
 0.905789;  0.700284;  0.918335;  0.825222;  0.891164;  0.780232;  0.896382;  0.791464;  0.830397;  0.784551; 
 0.849633;  0.841415;  0.794408;  0.839062;  0.802866;  0.838396;  0.795522;  0.772345;  0.804869;  0.710355; 
 0.850612;  0.867291;  0.704153;  0.785189;  0.870588;  0.796421;  0.872051;  0.736462;  0.829895;  0.815104; 
 0.854324;  0.788405;  0.731446;  0.799918;  0.854480;  0.742185;  0.816410;  0.776062;  0.831355;  0.693432; 
