 0.683899;  0.786029;  0.776383;  0.814419;  0.772082;  0.867086;  0.881918;  0.823198;  0.713825;  0.871109; 
 0.881890;  0.866878;  0.804483;  0.745072;  0.798932;  0.890179;  0.755141;  0.803042;  0.764761;  0.766825; 
 0.785604;  0.697406;  0.817812;  0.832465;  0.803743;  0.790152;  0.781179;  0.874052;  0.721872;  0.761361; 
 0.751136;  0.861791;  0.854001;  0.718461;  0.823879;  0.808658;  0.811347;  0.728322;  0.706279;  0.802863; 
 0.719971;  0.838475;  0.846990;  0.874930;  0.779806;  0.821773;  0.741481;  0.758846;  0.721902;  0.755280; 
 0.797141;  0.731115;  0.695257;  0.860908;  0.847774;  0.789663;  0.757947;  0.857621;  0.844844;  0.829972; 
 0.850606;  0.730864;  0.826725;  0.853278;  0.844050;  0.795419;  0.873634;  0.797967;  0.697158;  0.735124; 
 0.817594;  0.720709;  0.783410;  0.858914;  0.820332;  0.852746;  0.688902;  0.790160;  0.842978;  0.875429; 
 0.814922;  0.886914;  0.781180;  0.819175;  0.825318;  0.730644;  0.893465;  0.794727;  0.727421;  0.828005; 
 0.758435;  0.866341;  0.722342;  0.862356;  0.724131;  0.736197;  0.875974;  0.751254;  0.877259;  0.730279; 
