 0.745693;  0.817317;  0.662322;  0.780493;  0.880351;  0.828511;  0.784625;  0.876604;  0.716347;  0.869467; 
 0.848096;  0.725616;  0.831123;  0.815502;  0.832729;  0.806442;  0.784594;  0.799575;  0.731046;  0.726140; 
 0.858579;  0.715584;  0.829813;  0.854988;  0.744203;  0.841604;  0.768714;  0.741830;  0.730939;  0.717923; 
 0.748984;  0.810189;  0.794699;  0.782445;  0.782861;  0.779308;  0.859582;  0.796417;  0.674838;  0.843761; 
 0.710449;  0.780555;  0.809407;  0.809530;  0.788603;  0.790308;  0.762646;  0.875694;  0.708713;  0.792644; 
 0.697732;  0.722341;  0.704062;  0.818865;  0.720745;  0.795804;  0.818636;  0.717484;  0.793841;  0.746659; 
 0.823675;  0.743458;  0.734260;  0.839578;  0.792515;  0.828329;  0.794404;  0.816306;  0.772356;  0.806390; 
 0.783524;  0.778939;  0.836229;  0.859198;  0.723042;  0.803017;  0.786208;  0.771864;  0.827838;  0.829862; 
 0.700600;  0.874823;  0.726719;  0.717541;  0.792322;  0.774782;  0.915323;  0.864296;  0.647149;  0.749116; 
 0.763486;  0.881208;  0.698702;  0.913399;  0.757295;  0.739952;  0.855680;  0.705578;  0.871679;  0.845414; 
