 0.753881;  0.759440;  0.855433;  0.894259;  0.831115;  0.889107;  0.781016;  0.884846;  0.762834;  0.863975; 
 0.863038;  0.872199;  0.753340;  0.834156;  0.799872;  0.842719;  0.755930;  0.823359;  0.764329;  0.714581; 
 0.799986;  0.733263;  0.788785;  0.859342;  0.822167;  0.805217;  0.843347;  0.773418;  0.721698;  0.789206; 
 0.764364;  0.829399;  0.795593;  0.799571;  0.742419;  0.731071;  0.801051;  0.783180;  0.711048;  0.834054; 
 0.781985;  0.764657;  0.850162;  0.875926;  0.762390;  0.813868;  0.702210;  0.930365;  0.713323;  0.748335; 
 0.783355;  0.787172;  0.678562;  0.865965;  0.807713;  0.794565;  0.739030;  0.806833;  0.830992;  0.747517; 
 0.819255;  0.692704;  0.801700;  0.816573;  0.854188;  0.725692;  0.805441;  0.832042;  0.830797;  0.729791; 
 0.793206;  0.763956;  0.802960;  0.880039;  0.818726;  0.857194;  0.791024;  0.805659;  0.848132;  0.822825; 
 0.773484;  0.939942;  0.746944;  0.832500;  0.818467;  0.760914;  0.865318;  0.807869;  0.705539;  0.841972; 
 0.839918;  0.882839;  0.723936;  0.799856;  0.870092;  0.783111;  0.853473;  0.760000;  0.888953;  0.711032; 
