 0.792820;  0.785750;  0.765063;  0.837867;  0.776513;  0.834211;  0.770791;  0.819690;  0.681600;  0.800115; 
 0.850556;  0.837531;  0.770370;  0.674470;  0.749222;  0.868504;  0.676602;  0.795468;  0.729714;  0.729420; 
 0.776114;  0.673023;  0.787443;  0.798086;  0.754152;  0.817975;  0.779751;  0.754736;  0.723821;  0.705388; 
 0.730891;  0.747554;  0.832305;  0.740647;  0.805963;  0.737765;  0.801062;  0.823447;  0.704010;  0.770894; 
 0.780357;  0.812540;  0.747914;  0.809012;  0.715458;  0.804892;  0.763967;  0.854804;  0.694634;  0.821115; 
 0.742675;  0.782990;  0.655038;  0.762696;  0.778602;  0.778619;  0.731796;  0.779328;  0.837337;  0.816191; 
 0.887350;  0.699761;  0.851331;  0.824348;  0.807982;  0.691075;  0.841654;  0.799757;  0.755123;  0.744270; 
 0.803944;  0.765674;  0.692952;  0.806504;  0.811217;  0.809692;  0.685399;  0.766965;  0.812981;  0.804725; 
 0.769199;  0.835617;  0.669706;  0.745113;  0.849886;  0.793835;  0.894219;  0.774287;  0.738789;  0.779059; 
 0.836783;  0.759018;  0.746191;  0.789661;  0.787622;  0.729760;  0.872252;  0.715411;  0.821360;  0.725889; 
