 0.713809;  0.744974;  0.740550;  0.868386;  0.809658;  0.819112;  0.872846;  0.751975;  0.689153;  0.864500; 
 0.860322;  0.880076;  0.770113;  0.741733;  0.765781;  0.823558;  0.752617;  0.836063;  0.757158;  0.749723; 
 0.797736;  0.744275;  0.765089;  0.813222;  0.822599;  0.846970;  0.841679;  0.740055;  0.710861;  0.818401; 
 0.852673;  0.824131;  0.799574;  0.835021;  0.794749;  0.756256;  0.727661;  0.739510;  0.716399;  0.847761; 
 0.851751;  0.840324;  0.745549;  0.944527;  0.738550;  0.826499;  0.735469;  0.885240;  0.780660;  0.749894; 
 0.781916;  0.744440;  0.724471;  0.817995;  0.781499;  0.886181;  0.790179;  0.924161;  0.724618;  0.770944; 
 0.834236;  0.758658;  0.764071;  0.828857;  0.887125;  0.700157;  0.762308;  0.844873;  0.701179;  0.740884; 
 0.811361;  0.855175;  0.795423;  0.816953;  0.753086;  0.806322;  0.701233;  0.751278;  0.816575;  0.769205; 
 0.754064;  0.923168;  0.810378;  0.762463;  0.819471;  0.791961;  0.879177;  0.774287;  0.738789;  0.779059; 
 0.725315;  0.952026;  0.694756;  0.844218;  0.852203;  0.733724;  0.867811;  0.741029;  0.869765;  0.746286; 
